variante,epoch,train_loss,px_max,px_mean,perfectas,leq1
no_lineal,0,0.6856161436388485,22,15.6562,0,0
no_lineal,50,0.5842196115915457,21,9.7812,0,0
no_lineal,100,0.542602656930471,18,9.2812,0,0
no_lineal,150,0.5199537325032131,14,8.8125,0,0
no_lineal,200,0.5046382710307885,15,8.4375,0,0
no_lineal,250,0.4918129679262299,13,8.125,0,0
no_lineal,300,0.47999862939359345,13,7.8125,0,0
no_lineal,350,0.46867419053911,14,7.6875,0,0
no_lineal,400,0.45813922215153097,14,7.6875,0,0
no_lineal,450,0.4488734014506896,14,7.5312,0,0
no_lineal,500,0.44082477407172105,15,7.4375,0,1
no_lineal,550,0.43359429877709843,15,7.25,0,1
no_lineal,600,0.42672211063833715,16,7.1875,0,0
no_lineal,650,0.4198460249636571,16,7.0312,0,0
no_lineal,700,0.41289727312523833,16,6.8125,0,0
no_lineal,750,0.40629122661720174,15,6.5312,0,0
no_lineal,800,0.4000730039162409,15,6.5,0,0
no_lineal,850,0.3941191184352964,15,6.3438,0,1
no_lineal,900,0.38838301601423897,15,6.0625,0,1
no_lineal,950,0.3828578710295043,13,5.9062,1,1
no_lineal,1000,0.3775470106722987,13,5.8125,1,1
no_lineal,1050,0.3724418766199215,11,5.7188,1,1
no_lineal,1100,0.36752218109605167,11,5.4688,1,1
no_lineal,1150,0.3662414438287154,11,5.5938,1,1
no_lineal,1200,0.36007710711061813,11,5.4688,1,1
no_lineal,1250,0.3553630438499604,11,5.3438,1,1
no_lineal,1300,0.3508861968974617,11,5.25,1,1
no_lineal,1350,0.3465297529921228,11,5.125,1,2
no_lineal,1400,0.342261473781993,10,5.0312,1,2
no_lineal,1450,0.3380586869243573,10,4.9375,1,2
no_lineal,1500,0.33389635362187003,10,4.7188,1,3
no_lineal,1550,0.32975077442749157,10,4.6562,1,3
no_lineal,1600,0.32560642255048305,10,4.625,1,3
no_lineal,1650,0.32145556405528514,10,4.5312,1,4
no_lineal,1700,0.3172963020881054,10,4.5625,1,4
no_lineal,1750,0.31313140027720393,9,4.5312,1,4
no_lineal,1800,0.3089647921673495,9,4.4375,1,3
no_lineal,1850,0.30479607359341276,9,4.4375,1,3
no_lineal,1900,0.30062294334056155,9,4.4062,1,3
no_lineal,1950,0.29651329587008773,9,4.4062,1,3
no_lineal,2000,0.29265119878005,9,4.4375,1,3
no_lineal,2050,0.28853506889834507,9,4.2812,1,3
no_lineal,2100,0.2845011390567221,8,4.25,1,3
no_lineal,2150,0.2805947717032525,7,4.1562,1,3
no_lineal,2200,0.27680702804383167,7,4.0625,1,3
no_lineal,2250,0.2731278907379035,7,4.0938,1,3
no_lineal,2300,0.26955010381745237,7,4.0,1,3
no_lineal,2350,0.26606859547816253,7,3.9688,1,3
no_lineal,2400,0.26267983981949555,7,3.9375,1,3
no_lineal,2450,0.25938155056240586,7,3.75,1,6
no_lineal,2500,0.25617259080957105,7,3.6562,1,6
no_lineal,2550,0.2530528053142691,7,3.625,1,5
no_lineal,2600,0.2500220902060979,7,3.5625,1,5
no_lineal,2650,0.24707729804432396,7,3.4688,1,5
no_lineal,2700,0.2442069941042436,7,3.4375,1,5
no_lineal,2750,0.2413945098471834,7,3.4688,1,5
no_lineal,2800,0.23863622521535782,6,3.3438,1,6
no_lineal,2850,0.23593708391893153,6,3.2812,1,8
no_lineal,2900,0.23329783305417995,6,3.2188,2,9
no_lineal,2950,0.23071847676792673,6,3.1875,2,9
no_lineal,3000,0.22819822017667896,6,3.125,2,9
no_lineal,3050,0.2257358897738912,6,2.875,2,9
no_lineal,3100,0.2233311492741357,6,2.8125,2,9
no_lineal,3150,0.2209824777532417,6,2.75,3,10
no_lineal,3200,0.2186895513439157,6,2.6875,3,10
no_lineal,3250,0.21644976894230236,6,2.5625,3,11
no_lineal,3300,0.2142625178911935,6,2.5312,4,11
no_lineal,3350,0.21212240327635815,6,2.4688,4,12
no_lineal,3400,0.2100311728067274,5,2.4062,4,13
no_lineal,3450,0.20799675060490733,5,2.4062,4,13
no_lineal,3500,0.20593155266440383,5,2.4062,4,13
no_lineal,3550,0.20395227523753653,5,2.4062,4,13
no_lineal,3600,0.20495343554386253,5,2.4688,4,10
no_lineal,3650,0.19986524437905387,5,2.3125,4,13
no_lineal,3700,0.19817688066614117,5,2.2812,4,14
no_lineal,3750,0.1963728998947052,5,2.2188,5,15
no_lineal,3800,0.19463673053340022,5,2.1875,5,15
no_lineal,3850,0.19294027876670827,5,2.2188,5,14
no_lineal,3900,0.1912599758490447,5,2.125,8,14
no_lineal,3950,0.18959230583097617,5,2.125,8,14
no_lineal,4000,0.18794147094802593,5,2.1562,8,13
no_lineal,4050,0.18631013950829775,5,2.1562,8,13
no_lineal,4100,0.18469954942791245,4,2.125,8,13
no_lineal,4150,0.18311076978197716,4,2.0625,8,13
no_lineal,4200,0.1815451075298911,4,2.0625,8,13
no_lineal,4250,0.1800030554345106,4,2.0,8,13
no_lineal,4300,0.17848303454078496,4,2.0312,7,13
no_lineal,4350,0.1769825019612825,4,2.0,8,13
no_lineal,4400,0.17549761067991437,4,1.9375,8,13
no_lineal,4450,0.17402175205995332,4,1.8438,8,15
no_lineal,4500,0.17255530412140788,4,1.7812,9,15
no_lineal,4550,0.1711259791410794,4,1.7188,9,15
no_lineal,4600,0.17042926624690666,5,1.75,10,15
no_lineal,4650,0.16976726154279864,4,1.7188,10,15
no_lineal,4700,0.1666852663176086,4,1.6875,10,16
no_lineal,4750,0.16506590517061692,4,1.6875,10,16
no_lineal,4800,0.1640078333282495,4,1.6562,11,16
no_lineal,4850,0.1631214285596127,5,1.6875,11,16
no_lineal,4900,0.16172327201421194,5,1.6562,11,16
no_lineal,4950,0.16041195804945402,5,1.6562,11,16
no_lineal,5000,0.15913154356319376,5,1.6562,11,16
no_lineal,5050,0.15787178064822927,5,1.5938,11,16
no_lineal,5100,0.15662916975552943,5,1.5938,11,16
no_lineal,5150,0.1554022038986827,5,1.5938,11,16
no_lineal,5200,0.1541902405913453,5,1.5625,11,16
no_lineal,5250,0.15299304874708203,5,1.5312,11,16
no_lineal,5300,0.1518105845597148,5,1.5,11,16
no_lineal,5350,0.15064287270091842,5,1.5,11,16
no_lineal,5400,0.1494899441609151,5,1.5,11,16
no_lineal,5450,0.14835180655279184,5,1.4688,11,16
no_lineal,5500,0.14722843287362652,5,1.4688,11,16
no_lineal,5550,0.14611976007272132,5,1.4688,11,16
no_lineal,5600,0.1450256921369157,5,1.4688,11,16
no_lineal,5650,0.14394610466307287,5,1.4688,11,16
no_lineal,5700,0.142880849404737,5,1.375,12,17
no_lineal,5750,0.14182975826418862,5,1.375,12,17
no_lineal,5800,0.14079264681922354,5,1.3438,12,17
no_lineal,5850,0.13976931786963867,5,1.3438,12,17
no_lineal,5900,0.13875956577670345,5,1.3438,12,17
no_lineal,5950,0.1377631826035531,5,1.3438,12,17
no_lineal,5999,0.13674560838291727,5,1.4062,10,17
lineal,0,0.7003405414167,21,15.75,0,0
lineal,50,0.6498206936172175,19,12.75,0,0
lineal,100,0.6184219533602695,23,11.5938,0,0
lineal,150,0.593553258713619,26,10.6875,0,0
lineal,200,0.5727520493460823,26,10.2188,0,0
lineal,250,0.5548246759789184,25,9.9688,0,0
lineal,300,0.5392332937271427,24,9.5312,0,0
lineal,350,0.5258089506336899,22,9.1562,0,0
lineal,400,0.5144080983724952,23,9.0625,0,0
lineal,450,0.504739441206624,23,8.875,0,0
lineal,500,0.4964611700219477,23,8.6562,0,0
lineal,550,0.48930554406585003,23,8.3125,0,0
lineal,600,0.4831063991931452,23,8.375,0,0
lineal,650,0.4777682127234156,23,8.2812,0,0
lineal,700,0.4732219699240708,24,8.125,0,0
lineal,750,0.46939260770970576,24,8.0,0,0
lineal,800,0.4661884470692586,24,8.0938,0,0
lineal,850,0.46350797649759173,24,8.0,0,0
lineal,900,0.4612520477982449,23,7.8125,0,0
lineal,950,0.4593329935872989,22,7.7188,0,1
lineal,1000,0.4576785254183075,21,7.6875,0,1
lineal,1050,0.456231737087636,21,7.6562,0,1
lineal,1100,0.4549491080985149,20,7.5625,0,1
lineal,1150,0.4537978575808033,19,7.4062,0,1
lineal,1200,0.4527533865718228,19,7.2812,0,1
lineal,1250,0.4517971293055873,18,7.3438,0,1
lineal,1300,0.4509148923581918,18,7.375,0,1
lineal,1350,0.45009563835285804,18,7.4062,0,0
lineal,1400,0.4493306244961231,18,7.4375,0,0
lineal,1450,0.4486128023483279,18,7.4375,0,0
lineal,1500,0.44793640033314325,18,7.4375,0,0
lineal,1550,0.44729663031795536,18,7.4062,0,0
lineal,1600,0.4466894773666154,18,7.4062,0,0
lineal,1650,0.4461115453394388,18,7.375,0,0
lineal,1700,0.4455599405036593,18,7.4062,0,0
lineal,1750,0.4450321816052387,18,7.375,0,0
lineal,1800,0.4445261288896872,18,7.4062,0,0
lineal,1850,0.44403992710962265,18,7.4062,0,0
lineal,1900,0.44357195916177483,18,7.4062,0,0
lineal,1950,0.4431208080135435,18,7.375,0,0
lineal,2000,0.4426852252350161,18,7.4062,0,0
lineal,2050,0.44226410488546036,18,7.4062,0,0
lineal,2100,0.44185646179773186,18,7.3438,0,0
lineal,2150,0.4414614135102302,18,7.3438,0,0
lineal,2200,0.4410781652444348,18,7.375,0,0
lineal,2250,0.4407059974353786,18,7.375,0,0
lineal,2300,0.440344255404611,18,7.375,0,0
lineal,2350,0.43999234082827554,18,7.3438,0,0
lineal,2400,0.4396497047025453,18,7.4062,0,0
lineal,2450,0.4393158415489832,19,7.4375,0,0
lineal,2500,0.4389902846364908,19,7.4375,0,0
lineal,2550,0.43867260202656655,19,7.4062,0,0
lineal,2600,0.4383623932760389,19,7.4062,0,0
lineal,2650,0.438059286657047,19,7.375,0,0
lineal,2700,0.43776293677805944,19,7.4062,0,0
lineal,2750,0.4374730225120501,19,7.4062,0,0
lineal,2800,0.43718924515826224,19,7.4062,0,0
lineal,2850,0.43691132678193684,19,7.4062,0,0
lineal,2900,0.4366390086916571,19,7.4062,0,0
lineal,2950,0.4363720500264318,19,7.4062,0,0
lineal,3000,0.43611022643433217,19,7.4062,0,0
lineal,3050,0.4358533288316151,19,7.375,0,0
lineal,3100,0.43560116223613243,19,7.3438,0,0
lineal,3150,0.43535354467185444,19,7.3438,0,0
lineal,3200,0.43511030614293567,19,7.375,0,0
lineal,3250,0.4348712876763579,19,7.4062,0,0
lineal,3300,0.43463634043212396,19,7.4062,0,0
lineal,3350,0.43440532487955374,19,7.4062,0,0
lineal,3400,0.4341781100376618,19,7.4062,0,0
lineal,3450,0.433954572777012,19,7.375,0,0
lineal,3500,0.433734597179946,19,7.3438,0,0
lineal,3550,0.43351807395571407,19,7.3438,0,0
lineal,3600,0.4333048999068033,19,7.3125,0,0
lineal,3650,0.4330949774426603,19,7.3125,0,0
lineal,3700,0.4328882141370189,19,7.3125,0,0
lineal,3750,0.43268452232514787,19,7.3125,0,0
lineal,3800,0.4324838187375018,19,7.3438,0,0
lineal,3850,0.43228602416646555,19,7.3125,0,0
lineal,3900,0.43209106316312457,19,7.3438,0,0
lineal,3950,0.4318988637612307,19,7.3438,0,0
lineal,4000,0.4317093572257837,19,7.3125,0,0
lineal,4050,0.43152247782388103,19,7.3125,0,0
lineal,4100,0.4313381626157108,19,7.3125,0,0
lineal,4150,0.4311563512637712,19,7.2812,0,0
lineal,4200,0.4309769858585884,19,7.2812,0,0
lineal,4250,0.43080001075937546,19,7.2812,0,0
lineal,4300,0.43062537244823296,18,7.25,0,0
lineal,4350,0.43045301939662883,18,7.2188,0,0
lineal,4400,0.43028290194302043,18,7.2188,0,0
lineal,4450,0.43011497218059525,18,7.1875,0,0
lineal,4500,0.4299491838542035,18,7.1875,0,0
lineal,4550,0.42978549226564733,17,7.125,0,0
lineal,4600,0.42962385418656934,17,7.125,0,0
lineal,4650,0.4294642277782554,17,7.1562,0,0
lineal,4700,0.42930657251772947,17,7.1562,0,0
lineal,4750,0.4291508491295781,17,7.1875,0,0
lineal,4800,0.42899701952298985,17,7.1875,0,0
lineal,4850,0.4288450467335451,17,7.1562,0,0
lineal,4900,0.42869489486933254,17,7.125,0,0
lineal,4950,0.4285465290610062,17,7.1562,0,0
lineal,5000,0.42839991541543254,17,7.1875,0,0
lineal,5050,0.42825502097260876,17,7.1875,0,0
lineal,5100,0.42811181366556117,17,7.1875,0,0
lineal,5150,0.42797026228295937,17,7.1875,0,0
lineal,5200,0.4278303364342065,17,7.1875,0,0
lineal,5250,0.4276920065167866,17,7.1875,0,0
lineal,5300,0.42755524368567177,17,7.1875,0,0
lineal,5350,0.4274200198246075,17,7.1875,0,0
lineal,5400,0.42728630751911517,17,7.1562,0,0
lineal,5450,0.42715408003106176,17,7.125,0,0
lineal,5500,0.4270233112746646,17,7.125,0,0
lineal,5550,0.4268939757938094,17,7.1562,0,0
lineal,5600,0.4267660487405732,17,7.1562,0,0
lineal,5650,0.42663950585485194,17,7.1875,0,0
lineal,5700,0.4265143234450059,17,7.1875,0,0
lineal,5750,0.4263904783694417,17,7.1875,0,0
lineal,5800,0.42626794801905993,17,7.1875,0,0
lineal,5850,0.42614671030050133,17,7.1562,0,0
lineal,5900,0.426026743620136,17,7.1562,0,0
lineal,5950,0.4259080268687418,17,7.1562,0,0
lineal,5999,0.4257928772403133,17,7.125,0,0
